id,host_id,neighborhood_group,neighborhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,total_host_listings,availability_365,reviews_in_last_yr
629539851451635891,204704622,Queens,Flushing,40.75623,-73.83519,Private room,33,30,0,157,11,0
629545795325044454,204704622,Queens,Flushing,40.7566,-73.83353,Private room,39,30,0,157,53,0
629553214644339643,204704622,Queens,Flushing,40.75439,-73.83489,Private room,33,30,0,157,3,0
629563487898203483,204704622,Queens,Flushing,40.75469,-73.83494,Private room,37,30,0,157,0,0
629566753478421585,204704622,Queens,Flushing,40.75471,-73.83372,Private room,36,30,0,157,0,0
629569426296704978,204704622,Queens,Flushing,40.75593,-73.83539,Private room,34,30,0,157,55,0
629572038203706247,204704622,Queens,Flushing,40.75658,-73.83473,Private room,41,30,0,157,0,0
629574457058400167,204704622,Queens,Flushing,40.75473,-73.83357,Private room,36,30,0,157,0,0
629578207446439643,200239515,Queens,Flushing,40.75644,-73.83349,Private room,43,30,0,158,47,0
629582588140640099,200239515,Queens,Flushing,40.75503,-73.83535,Private room,38,30,0,158,0,0
630266945807091881,2818245,Manhattan,Chelsea,40.750534,-74.003014,Entire home/apt,250,3,1,1,14,1
630267340670884083,160940380,Brooklyn,Brownsville,40.65739,-73.91452,Private room,90,1,9,8,337,9
630302954668003411,10844478,Brooklyn,Vinegar Hill,40.702244,-73.98452,Entire home/apt,130,3,0,1,68,0
630318274057013537,249286748,Brooklyn,Gowanus,40.67677723107422,-73.99524335600984,Entire home/apt,235,2,11,1,264,11
629589304707139908,114048818,Manhattan,Hell's Kitchen,40.76662,-73.98751,Private room,229,1,3,1,71,3
629589757658933748,200239515,Queens,Flushing,40.7566,-73.83491,Private room,38,30,0,158,0,0
629595484262591382,200239515,Queens,Flushing,40.75643,-73.83518,Private room,35,30,0,158,47,0
629598168399561862,200239515,Queens,Flushing,40.75451,-73.83537,Private room,38,30,0,158,0,0
629600858408447250,200239515,Queens,Flushing,40.75435,-73.8354,Private room,38,30,0,158,0,0
629603065773189120,200239515,Queens,Flushing,40.75604,-73.83513,Private room,36,30,1,158,42,1
629605539937305537,200239515,Queens,Flushing,40.75425,-73.83402,Private room,40,30,0,158,53,0
631342899636326190,24857221,Queens,Richmond Hill,40.6846,-73.82669,Entire home/apt,120,1,15,2,332,15
630337719111556566,3440653,Brooklyn,Bedford-Stuyvesant,40.6929213162101,-73.93414889924097,Entire home/apt,155,2,7,2,67,7
630383399703268082,459915744,Bronx,Mount Hope,40.846657,-73.911018,Entire home/apt,140,1,3,2,295,3
631372167434218245,8325020,Manhattan,Lower East Side,40.71172,-73.98721,Private room,160,4,2,1,0,2
631376834576348498,458810054,Queens,Jamaica,40.67277,-73.78186,Private room,80,2,3,2,365,3
629608042637648455,459733546,Queens,Far Rockaway,40.593807,-73.757896,Entire home/apt,155,5,2,1,89,2
629608462165298732,200239515,Queens,Flushing,40.75657,-73.83512,Private room,36,30,0,158,55,0
629611192816407927,200239515,Queens,Flushing,40.75623,-73.83471,Private room,34,30,0,158,0,0
629613549217949564,200239515,Queens,Flushing,40.75648,-73.83367,Private room,39,30,0,158,0,0
629616322363654468,200239515,Queens,Flushing,40.75633,-73.83477,Private room,35,30,0,158,14,0
629619024467752288,200239515,Queens,Flushing,40.75439,-73.83475,Private room,39,30,0,158,43,0
629622149018334971,200239515,Queens,Flushing,40.75441,-73.83484,Private room,43,30,1,158,48,1
630424920231712059,397598833,Brooklyn,Bedford-Stuyvesant,40.6833,-73.95808,Private room,54,30,0,8,100,0
630435012648497796,393852246,Manhattan,Upper West Side,40.79772,-73.96103,Private room,120,3,6,3,75,6
629663355074558569,66959637,Queens,Glendale,40.70503,-73.88245,Private room,69,7,0,1,331,0
631378049959349099,345162226,Manhattan,Hell's Kitchen,40.76282,-73.99035,Entire home/apt,320,1,3,1,160,3
631410769451035402,267272502,Bronx,Claremont Village,40.84176,-73.90548,Private room,80,4,0,28,218,0
631493743804771448,182363374,Queens,Long Island City,40.752,-73.93671,Private room,125,12,2,6,344,2
631668195960569135,393897747,Manhattan,East Harlem,40.786601614289225,-73.95052122734894,Entire home/apt,359,3,9,19,26,9
631670800654167357,77063818,Brooklyn,Bay Ridge,40.63451,-74.0174,Private room,75,1,7,5,67,7
631710909070172116,77063818,Brooklyn,Bay Ridge,40.63311,-74.01901,Private room,73,1,7,5,57,7
631719694603808069,450161902,Manhattan,East Harlem,40.8063,-73.94208,Entire home/apt,219,3,0,4,0,0
630457543628889239,397598833,Brooklyn,Clinton Hill,40.68163,-73.95885,Private room,55,30,1,8,99,1
630460133855930293,28783279,Manhattan,West Village,40.737335,-73.997246,Entire home/apt,917,1,2,2,0,2
630475330839889651,384307416,Queens,Ditmars Steinway,40.77399,-73.91342,Entire home/apt,165,3,9,4,310,9
630494641216712852,1461441,Brooklyn,Crown Heights,40.67846,-73.95295,Entire home/apt,411,4,6,1,2,6
631733065053660325,460132111,Bronx,Fordham,40.86731,-73.89521,Entire home/apt,122,2,3,2,176,3
630499749987945658,459946669,Brooklyn,Greenpoint,40.72063,-73.94765,Entire home/apt,215,30,2,1,340,2
631782880451117310,460207014,Brooklyn,Bushwick,40.703144,-73.923859,Entire home/apt,366,3,3,1,348,3
630501366273607717,68934594,Queens,Rego Park,40.71736,-73.8597,Entire home/apt,203,2,9,1,5,9
630501828250730546,233434420,Bronx,Mount Eden,40.8381,-73.91485,Entire home/apt,165,1,33,1,251,33
630539037367901963,459954763,Brooklyn,Flatlands,40.61672,-73.92516,Entire home/apt,130,2,10,1,330,10
631814036536779115,64033956,Brooklyn,Greenpoint,40.72566,-73.94807,Private room,133,7,1,1,0,1
629684107080760738,459757317,Queens,Astoria,40.76787,-73.93183,Entire home/apt,163,2,5,1,294,5
629691112332353210,46559411,Brooklyn,Bedford-Stuyvesant,40.69184,-73.94036,Entire home/apt,100,30,1,1,129,1
629710305461083934,384295125,Manhattan,Midtown,40.76294,-73.97717,Entire home/apt,545,1,5,11,338,5
629717049143515143,383229403,Manhattan,Upper East Side,40.76479,-73.96233,Entire home/apt,195,30,1,5,294,1
633498135863569609,5945833,Brooklyn,Williamsburg,40.7131,-73.94388,Private room,388,5,4,4,39,4
630550882860410542,399865453,Manhattan,Nolita,40.722832,-73.996246,Entire home/apt,216,30,1,10,278,1
630578284866850074,459962476,Queens,East Elmhurst,40.763516192654166,-73.88988386153937,Entire home/apt,100,14,0,1,354,0
633498562362035270,452848966,Brooklyn,East New York,40.66828789758844,-73.87940500786924,Entire home/apt,87,2,2,1,291,2
633504861419335782,61712615,Brooklyn,East Flatbush,40.64526,-73.94246,Entire home/apt,95,30,1,1,339,1
630609076899075160,397984016,Brooklyn,Fort Greene,40.6937,-73.98182,Entire home/apt,250,30,1,1,0,1
633522447871551161,460624166,Brooklyn,Williamsburg,40.713097,-73.942886,Entire home/apt,359,2,11,1,269,11
633522992375587564,286228252,Manhattan,Hell's Kitchen,40.75363,-73.99482,Entire home/apt,681,1,4,1,87,4
631823229287186669,43237704,Brooklyn,Carroll Gardens,40.68465,-73.99113,Private room,196,2,14,1,295,14
630629455952020211,67826911,Queens,Sunnyside,40.745914,-73.918182,Entire home/apt,183,2,0,1,222,0
631838483322074518,284231888,Brooklyn,Bay Ridge,40.631763,-74.026642,Entire home/apt,320,3,1,1,36,1
631852906933494902,400158761,Manhattan,East Village,40.73007971053074,-73.98753292495502,Entire home/apt,142,2,7,1,40,7
631869038931868233,53041792,Brooklyn,South Slope,40.6613,-73.98493,Entire home/apt,165,30,1,1,364,1
631889901355547794,60532076,Manhattan,East Village,40.72365,-73.98323,Entire home/apt,124,6,10,2,3,10
631940481660435023,350252704,Manhattan,Midtown,40.75381282655602,-73.97200115160616,Entire home/apt,360,30,0,8,364,0
633575232394929797,351325108,Bronx,Throgs Neck,40.8151,-73.82554,Entire home/apt,95,3,7,1,53,7
633713635109468483,401709949,Brooklyn,Bedford-Stuyvesant,40.69783620615912,-73.93881505193666,Private room,59,30,1,20,157,1
633725815124281338,401709949,Brooklyn,Bushwick,40.69964797754618,-73.93902095503007,Private room,69,30,0,20,90,0
633730370924509931,401709949,Brooklyn,Bedford-Stuyvesant,40.69951651243473,-73.94066796984566,Private room,59,30,1,20,123,1
633741921038906371,107434423,Queens,Long Island City,40.7448909,-73.9568403,Entire home/apt,535,31,0,453,340,0
633744747894356563,407479321,Bronx,Belmont,40.85383,-73.88658,Private room,118,1,3,11,358,3
633754014339342273,70164346,Manhattan,Lower East Side,40.71799,-73.98383,Private room,139,7,1,3,39,1
633754262467662235,70164346,Manhattan,East Village,40.7279,-73.97769,Entire home/apt,204,7,5,3,72,5
633798346178313548,207562173,Manhattan,Upper West Side,40.77968,-73.98008,Shared room,50,1,7,1,0,7
633821009078400018,306024152,Queens,South Ozone Park,40.67262,-73.79684,Private room,64,1,8,5,2,8
630681106769931163,11612677,Brooklyn,Fort Greene,40.685268,-73.977608,Entire home/apt,900,5,1,1,6,1
631955168592828753,15518271,Brooklyn,Bedford-Stuyvesant,40.68607,-73.95727,Entire home/apt,255,2,5,1,156,5
631967774281367970,16480700,Manhattan,Harlem,40.82041,-73.93958,Entire home/apt,375,30,0,12,358,0
630705247467893405,458841834,Queens,Briarwood,40.70883,-73.81767,Private room,70,1,11,2,346,11
630716154663321395,314568608,Manhattan,Chelsea,40.74662,-74.00216,Entire home/apt,372,3,3,1,45,3
630782288962640020,15835028,Manhattan,Harlem,40.81545,-73.94686,Private room,121,5,3,3,310,3
630863953200294159,107434423,Manhattan,Midtown,40.75465899999999,-73.9721295,Entire home/apt,529,31,0,453,277,0
630864416509205724,107434423,Manhattan,Midtown,40.7514705,-73.9714149,Entire home/apt,551,31,0,453,275,0
630866621074508493,14859827,Brooklyn,Bedford-Stuyvesant,40.68452,-73.92248,Entire home/apt,150,2,5,1,300,5
633825923475576089,459355490,Manhattan,East Village,40.72656574968921,-73.98320293696379,Entire home/apt,564,2,0,1,140,0
630921135487536795,30219814,Bronx,Mott Haven,40.81141,-73.92722,Entire home/apt,129,4,3,1,4,3
633827826592670727,453781302,Manhattan,Harlem,40.81225,-73.95167,Private room,84,1,9,1,284,9
633835046032395216,5962328,Queens,Flushing,40.7611,-73.82308,Entire home/apt,110,30,2,7,210,2
632000288120848639,365141716,Queens,Ozone Park,40.681899150941945,-73.84286804088366,Entire home/apt,115,1,2,2,168,2
630953807670082930,414068298,Manhattan,Upper West Side,40.779,-73.97672,Entire home/apt,182,30,1,15,258,1
630962489899690048,417022775,Brooklyn,Bedford-Stuyvesant,40.68536516891316,-73.92707849879193,Private room,156,7,1,2,353,1
630964914219254297,417839501,Manhattan,Upper West Side,40.80043,-73.96308,Private room,135,5,3,5,67,3
630976216171500258,414068298,Manhattan,Upper West Side,40.77964,-73.97878,Entire home/apt,225,30,1,15,107,1
630983226240682784,414068298,Manhattan,Upper West Side,40.7808,-73.97863,Entire home/apt,203,30,1,15,232,1
630988343816913041,397598833,Brooklyn,Bedford-Stuyvesant,40.68194,-73.95655,Private room,66,30,3,8,72,3
630989961001713877,414068298,Manhattan,Upper West Side,40.78105,-73.97774,Entire home/apt,203,30,1,15,209,1
631001937068887791,224733902,Manhattan,Upper East Side,40.77115,-73.9576,Entire home/apt,117,30,2,7,339,2
631003489191594733,414068298,Manhattan,Upper West Side,40.78102,-73.97796,Entire home/apt,203,30,0,15,232,0
631011954824378732,414068298,Manhattan,Upper West Side,40.77929,-73.97695,Entire home/apt,203,30,1,15,217,1
631016762129156020,24425582,Brooklyn,Williamsburg,40.70709,-73.95407,Entire home/apt,200,30,1,2,127,1
631022018867254235,6621587,Brooklyn,Bedford-Stuyvesant,40.6849,-73.92193,Entire home/apt,175,3,4,1,308,4
631065358268037637,426183306,Queens,Jackson Heights,40.752605367831535,-73.8706026174455,Entire home/apt,110,4,1,1,344,1
632002464125020727,314978616,Staten Island,St. George,40.64358,-74.08285,Entire home/apt,81,1,16,1,319,16
632026335033158202,61408134,Manhattan,Theater District,40.762036666566935,-73.98547940385352,Private room,343,1,1,11,346,1
632032875822277950,130316720,Brooklyn,Bedford-Stuyvesant,40.68507,-73.95717,Entire home/apt,150,4,1,1,2,1
632152834747528079,458777714,Queens,Astoria,40.77184,-73.91988,Entire home/apt,209,2,16,2,88,16
632187667038904733,224532641,Brooklyn,Prospect-Lefferts Gardens,40.65933,-73.94991,Private room,50,1,3,11,0,3
632238458317141450,365141716,Queens,Ozone Park,40.684,-73.84136,Entire home/apt,120,1,5,2,168,5
633850314598335943,85758068,Brooklyn,Greenpoint,40.73488,-73.95405,Entire home/apt,189,1,1,1,130,1
633865331237132437,473624,Brooklyn,Williamsburg,40.71406,-73.94847,Private room,235,2,7,1,212,7
633886936995534951,398159989,Brooklyn,East New York,40.665298,-73.878052,Entire home/apt,115,1,3,2,363,3
631097874868219629,110858930,Brooklyn,Flatbush,40.63394,-73.96677,Entire home/apt,148,2,16,2,347,16
631117573914514515,52135038,Queens,Jamaica,40.68415401417364,-73.77651217694569,Private room,63,1,22,3,281,22
631137335233459685,397598833,Brooklyn,Clinton Hill,40.68111,-73.95862,Private room,60,30,1,8,8,1
631142763346689700,259066380,Manhattan,Financial District,40.70786360997569,-74.00653270429062,Entire home/apt,172,70,0,5,257,0
631149892014601626,113723310,Manhattan,Upper East Side,40.78488,-73.94926,Entire home/apt,350,30,0,60,327,0
631152406663459330,460084452,Brooklyn,Canarsie,40.638792823466105,-73.88056628998098,Entire home/apt,120,1,8,1,170,8
633898171886341459,460706094,Manhattan,Battery Park City,40.70899,-74.01545,Private room,125,14,1,1,120,1
633930221689532784,336581747,Manhattan,Midtown,40.75476,-73.96383,Entire home/apt,200,30,2,8,313,2
633931739289902878,5325134,Queens,Flushing,40.76011920116463,-73.8192643394529,Entire home/apt,229,2,2,2,346,2
633935436618995821,384532776,Manhattan,Harlem,40.82727,-73.94468,Entire home/apt,180,30,0,44,365,0
632401579534732859,50401229,Manhattan,Civic Center,40.7147,-74.00566,Entire home/apt,225,4,1,1,74,1
631182947774410832,457171756,Brooklyn,Midwood,40.62707,-73.96057,Private room,45,28,0,4,321,0
631184793444318131,113565208,Manhattan,Hell's Kitchen,40.76087129721007,-73.99490835313095,Entire home/apt,375,1,0,1,364,0
631198590075610916,457171756,Brooklyn,Midwood,40.62764,-73.96183,Private room,48,28,0,4,343,0
631205297641261217,457171756,Brooklyn,Midwood,40.62708,-73.96035,Private room,50,28,0,4,342,0
631217383391666589,156505456,Brooklyn,East New York,40.66107,-73.88748,Private room,80,3,1,32,354,1
631268068896317856,77063818,Brooklyn,Bay Ridge,40.633621,-74.018234,Private room,74,1,9,5,67,9
631297971412473276,2323652,Brooklyn,Park Slope,40.678982,-73.981056,Entire home/apt,200,2,7,1,271,7
631304780473207689,391622090,Brooklyn,Flatlands,40.62727630582729,-73.92134608022131,Entire home/apt,140,1,3,1,355,3
632411385259957492,245375801,Brooklyn,East New York,40.67015,-73.8619,Private room,83,1,8,1,360,8
632432316040464615,207195903,Brooklyn,Bay Ridge,40.62956307550075,-74.0239123303715,Private room,108,1,1,5,18,1
633956160953215663,460725217,Manhattan,East Harlem,40.78856,-73.94775,Entire home/apt,425,20,0,1,365,0
633968806284955396,451866608,Brooklyn,Greenpoint,40.73763,-73.95416,Entire home/apt,158,30,0,2,333,0
633975838388452496,442956929,Queens,Astoria,40.76832,-73.9245,Private room,97,1,12,2,297,12
633977351927953398,460436304,Brooklyn,Brighton Beach,40.58293,-73.96314,Private room,89,1,11,2,316,11
633986809547076584,231281049,Manhattan,Midtown,40.76469,-73.981224,Entire home/apt,489,1,4,5,297,4
633992567009176976,48872790,Brooklyn,Bushwick,40.69143,-73.92411,Private room,147,1,8,2,351,8
634029855673067925,162396597,Brooklyn,Greenpoint,40.71968,-73.9541,Entire home/apt,523,7,2,1,23,2
631340358676804359,156505456,Brooklyn,East New York,40.66292,-73.88831,Private room,110,2,1,32,358,1
634943210887270572,460419777,Brooklyn,Bensonhurst,40.6193,-74.00131,Private room,114,1,8,6,356,8
634033315397058152,460750980,Manhattan,Harlem,40.80814665491939,-73.94637763339283,Entire home/apt,251,3,5,1,136,5
634035217889553523,455017,Manhattan,Washington Heights,40.83623,-73.93913,Private room,100,2,0,2,221,0
634969493118002076,18333085,Manhattan,Harlem,40.8067,-73.95171,Entire home/apt,325,2,4,1,23,4
634035515694587483,459778513,Manhattan,Harlem,40.82196,-73.9566,Private room,95,3,10,3,64,10
634036107181436317,339556605,Manhattan,Midtown,40.75812,-73.96952,Entire home/apt,307,3,12,4,318,12
634053763616155625,1033970,Brooklyn,Bedford-Stuyvesant,40.68953,-73.93496,Entire home/apt,219,2,7,5,242,7
634079132980276901,267591172,Brooklyn,Crown Heights,40.67184,-73.92301,Entire home/apt,200,2,11,1,343,11
632462257096349577,460348862,Bronx,North Riverdale,40.90366,-73.906738,Entire home/apt,139,2,5,1,346,5
632463430772968847,252643530,Brooklyn,Bushwick,40.70038,-73.92355,Entire home/apt,219,1,21,1,311,21
634970434472370748,460737968,Queens,Richmond Hill,40.69246292114258,-73.81806945800781,Entire home/apt,55,31,0,1,284,0
635028907488877440,243267345,Brooklyn,Crown Heights,40.6756,-73.91673,Entire home/apt,249,3,7,3,338,7
635052437508177386,460419777,Brooklyn,Bensonhurst,40.6207,-73.99952,Private room,125,1,7,6,340,7
635054162055961473,243267345,Brooklyn,Crown Heights,40.6756,-73.91672,Entire home/apt,250,3,6,3,347,6
635057394274438824,3223938,Brooklyn,Park Slope,40.671,-73.98134,Private room,39,90,0,288,249,0
635057417657354347,3223938,Brooklyn,Bay Ridge,40.62817,-74.02514,Private room,33,90,0,288,341,0
635125760914245990,437113809,Queens,Sunnyside,40.73726,-73.92412,Entire home/apt,289,1,12,2,0,12
635240490268093116,17838718,Brooklyn,South Slope,40.667461,-73.984772,Entire home/apt,289,5,2,1,14,2
634101292506949550,55815112,Manhattan,Hell's Kitchen,40.761799,-73.993645,Entire home/apt,279,2,2,1,102,2
634132187592199388,411079992,Queens,Richmond Hill,40.7029,-73.83116,Private room,75,1,11,8,339,11
634135002448254125,39371435,Manhattan,Tribeca,40.72241,-74.01032,Entire home/apt,2700,3,2,6,352,2
634135982753670399,187311340,Brooklyn,Bedford-Stuyvesant,40.68066,-73.95419,Private room,240,3,4,2,66,4
634164795923289281,413827534,Bronx,Baychester,40.8765,-73.84424,Private room,62,5,2,3,66,2
634212556985006893,242152267,Manhattan,Hell's Kitchen,40.75657,-73.99746,Entire home/apt,199,30,2,9,280,2
634221576598890867,299058804,Brooklyn,Park Slope,40.66654,-73.97658,Entire home/apt,2200,3,2,1,310,2
634231714994159268,242152267,Manhattan,Lower East Side,40.71984,-73.99175,Entire home/apt,149,30,2,9,326,2
634249791334310964,242152267,Manhattan,Midtown,40.76445,-73.97769,Entire home/apt,169,30,1,9,344,1
634259010762882711,242152267,Manhattan,Gramercy,40.73539,-73.98149,Entire home/apt,159,30,1,9,309,1
634276902012072709,460436304,Brooklyn,Brighton Beach,40.583878,-73.962097,Private room,84,2,5,2,310,5
635258123577507395,460051201,Manhattan,Lower East Side,40.7192,-73.99229,Entire home/apt,323,15,7,3,99,7
634280314623963810,164176914,Brooklyn,Downtown Brooklyn,40.69184808903201,-73.9870563554835,Entire home/apt,130,30,4,1,44,4
634287012048217211,432679409,Manhattan,Tribeca,40.72313,-74.0094,Entire home/apt,1529,2,3,9,335,3
634295833293367468,432679409,Manhattan,West Village,40.73665,-74.01055,Entire home/apt,2043,1,3,9,309,3
634345238203851228,15860096,Manhattan,Flatiron District,40.74193,-73.99094,Entire home/apt,449,2,5,1,26,5
634354972876604844,1163227,Queens,Elmhurst,40.733624,-73.872879,Entire home/apt,260,2,8,1,38,8
634368270482663573,16480700,Manhattan,Hell's Kitchen,40.760597,-73.990692,Private room,429,1,1,12,341,1
634506087516166647,124702572,Brooklyn,Bedford-Stuyvesant,40.68037,-73.92027,Entire home/apt,146,2,12,2,31,12
634543701516019054,107434423,Manhattan,Theater District,40.7607614,-73.98610550000001,Entire home/apt,398,31,0,453,87,0
634581402167759077,281199191,Queens,Elmhurst,40.7469156,-73.8750019,Private room,99,1,5,1,23,5
634609163193731506,84464154,Brooklyn,Prospect Heights,40.678,-73.96385,Entire home/apt,250,1,3,1,16,3
632479741560432353,460354604,Manhattan,Washington Heights,40.84128,-73.93814,Private room,47,1,9,1,0,9
632521805483291229,460368490,Bronx,Morrisania,40.82436,-73.91307,Private room,144,1,16,3,163,16
632551534039863241,6786361,Brooklyn,Williamsburg,40.708946,-73.941032,Private room,60,30,2,2,265,2
632571437628450446,258628314,Manhattan,Upper West Side,40.80003,-73.96605,Entire home/apt,448,5,7,1,17,7
632585401566098788,425007642,Manhattan,Harlem,40.80237,-73.95833,Private room,120,1,1,2,0,1
632586631810442130,6786361,Brooklyn,Williamsburg,40.70809,-73.94,Private room,50,30,1,2,273,1
632589096014329534,393852246,Manhattan,Upper West Side,40.79978,-73.96106,Private room,118,3,6,3,50,6
632604733217748350,305387117,Queens,Long Island City,40.75255164485284,-73.94027618442121,Private room,150,14,0,6,335,0
635285129812445143,4644513,Brooklyn,Williamsburg,40.71750608733539,-73.9632706022229,Entire home/apt,400,30,1,1,125,1
634629307905555256,266264211,Brooklyn,Fort Greene,40.69294,-73.98208,Private room,60,70,0,1,38,0
635298983989442168,460870216,Queens,Flushing,40.76255,-73.82363,Entire home/apt,130,30,0,1,360,0
632608899902231779,421601513,Manhattan,Washington Heights,40.84629,-73.94351,Private room,74,5,8,2,259,8
635301868080561725,424685230,Brooklyn,Bushwick,40.688692980060345,-73.91683855837555,Entire home/apt,298,3,2,3,151,2
635322560515730135,352857062,Brooklyn,Bedford-Stuyvesant,40.678398,-73.909744,Entire home/apt,86,2,3,2,336,3
632636512506891776,206401800,Brooklyn,Williamsburg,40.70652,-73.95255,Entire home/apt,450,3,3,1,8,3
634650432149311043,372716614,Manhattan,Midtown,40.744247,-73.984146,Entire home/apt,464,3,3,1,11,3
634658660548431898,341908723,Brooklyn,Canarsie,40.638229,-73.883415,Entire home/apt,89,90,0,53,365,0
634674620597541646,831185,Brooklyn,Crown Heights,40.67811,-73.96291,Entire home/apt,338,30,1,3,338,1
635345960647488653,343381111,Manhattan,Midtown,40.74605,-73.98844,Entire home/apt,304,1,3,3,28,3
635349981223517857,62165573,Staten Island,Tompkinsville,40.6359,-74.07963,Entire home/apt,188,3,13,1,127,13
634681573727136300,87339569,Brooklyn,Williamsburg,40.708385,-73.949692,Private room,120,4,1,1,0,1
634696594171846190,243288727,Manhattan,Midtown,40.75501,-73.96229,Entire home/apt,200,30,0,14,356,0
632641178027245326,22630406,Brooklyn,Red Hook,40.678547,-74.010139,Entire home/apt,250,2,2,1,0,2
632658360763274204,72415862,Queens,Forest Hills,40.71526,-73.83799,Entire home/apt,50,244,0,1,82,0
632690998847059396,460419777,Brooklyn,Bensonhurst,40.62061,-74.00091,Private room,116,1,11,6,357,11
632694124102986233,4471600,Brooklyn,Greenpoint,40.72059,-73.94968,Entire home/apt,311,25,4,2,152,4
635350674625977113,19235293,Brooklyn,Williamsburg,40.70661,-73.96059,Entire home/apt,370,1,3,1,272,3
634697357178727807,452323240,Brooklyn,Williamsburg,40.70915,-73.95624,Entire home/apt,240,3,0,1,330,0
634708315220699677,451866547,Queens,Long Island City,40.75403,-73.91919,Entire home/apt,110,6,0,1,307,0
634723560211520342,110968699,Brooklyn,Greenpoint,40.733112966314806,-73.95759946842311,Private room,151,1,1,1,131,1
634724215081251527,4587045,Manhattan,Midtown,40.752655,-73.972481,Entire home/apt,563,2,1,2,0,1
635364157647802505,5325134,Queens,Flushing,40.76021,-73.81911,Entire home/apt,249,2,5,2,348,5
635366331991787315,460419777,Brooklyn,Bensonhurst,40.61874,-73.9994,Private room,173,1,8,6,354,8
635383523425875590,9293730,Manhattan,Upper East Side,40.77066,-73.95549,Entire home/apt,125,30,1,37,266,1
635390310293445835,460419777,Brooklyn,Bensonhurst,40.6206,-74.00134,Private room,108,1,9,6,348,9
635404813971304250,132524631,Brooklyn,Fort Greene,40.68759,-73.97748,Entire home/apt,242,5,9,1,105,9
634737185619080084,19304890,Queens,Arverne,40.58659,-73.79869,Entire home/apt,575,3,3,1,277,3
632696915953279459,460421451,Queens,Arverne,40.59258,-73.7992,Entire home/apt,177,1,14,2,176,14
632717293862386905,32441059,Queens,Astoria,40.76717,-73.91754,Entire home/apt,90,1,1,2,20,1
632726981512238069,13920011,Brooklyn,Greenpoint,40.7276,-73.95177,Entire home/apt,450,4,3,1,94,3
632733689308980234,460428960,Brooklyn,Flatbush,40.63042,-73.96521,Private room,118,1,17,1,29,17
632747220180779802,225515482,Bronx,Wakefield,40.89087,-73.85069,Entire home/apt,106,1,17,1,352,17
635406284291901953,111293940,Brooklyn,Bedford-Stuyvesant,40.68433,-73.95196,Private room,137,1,5,3,70,5
635410678813199898,40339422,Manhattan,Harlem,40.80302,-73.95061,Private room,323,1,4,3,109,4
635415129769831308,460419777,Brooklyn,Bensonhurst,40.62099,-73.99915,Private room,121,1,15,6,352,15
635439633631544916,459087314,Queens,Woodside,40.74399940581828,-73.91205893142417,Private room,99,1,3,1,351,3
635446393352142475,57885474,Bronx,Wakefield,40.89712,-73.85904,Entire home/apt,248,2,6,5,354,6
635454293983433941,50243945,Brooklyn,Gowanus,40.6666,-73.99396,Private room,57,2,6,1,315,6
634743259855202791,440233245,Queens,Cambria Heights,40.68494,-73.73105,Entire home/apt,111,7,11,2,333,11
635474429874721360,23341466,Manhattan,Upper West Side,40.77823,-73.97998,Private room,123,4,6,1,71,6
635484369090867609,393283611,Brooklyn,East New York,40.674915,-73.878418,Entire home/apt,130,1,30,2,258,30
635488675998262840,165615843,Bronx,Edenwald,40.889805,-73.839363,Private room,74,2,5,1,362,5
635494783850320801,384295125,Manhattan,Midtown,40.76583,-73.98216,Entire home/apt,545,1,8,11,319,8
635501023218881740,459778513,Manhattan,Harlem,40.82211,-73.95665,Private room,92,3,9,3,62,9
635531827756587824,398633876,Queens,St. Albans,40.701603,-73.76561,Entire home/apt,190,1,15,1,355,15
634745287411534607,460919458,Manhattan,East Harlem,40.79455,-73.94551,Entire home/apt,125,30,1,18,347,1
632752608177110815,117598640,Queens,Long Island City,40.757114,-73.929756,Private room,120,7,1,3,342,1
635575126985465488,2867137,Manhattan,Upper East Side,40.77148,-73.9544,Entire home/apt,165,30,1,73,342,1
635661497716345476,461132126,Brooklyn,Prospect-Lefferts Gardens,40.66188,-73.9413,Entire home/apt,220,2,8,1,156,8
635691858194918500,45694156,Brooklyn,Red Hook,40.67699,-74.01463,Entire home/apt,100,62,0,2,68,0
635697764042953233,132336233,Manhattan,Financial District,40.70897,-74.00915,Entire home/apt,345,1,2,1,2,2
635716236658829581,209334556,Manhattan,Hell's Kitchen,40.76309,-73.99915,Entire home/apt,521,3,15,1,130,15
632752890970285574,326327271,Manhattan,Washington Heights,40.85512779568531,-73.93127611413806,Entire home/apt,120,1,6,1,188,6
632816649003569675,119301523,Queens,South Ozone Park,40.66845,-73.80628,Private room,65,1,6,4,0,6
632870944684990368,196650659,Brooklyn,Bedford-Stuyvesant,40.688366,-73.9366,Entire home/apt,275,3,7,1,306,7
634762187171654189,396362260,Queens,St. Albans,40.70694,-73.76131,Entire home/apt,104,3,13,1,85,13
635740071205766463,352021160,Manhattan,Chinatown,40.71691,-73.991,Private room,66,30,2,1,179,2
634768593276510686,9905386,Manhattan,Hell's Kitchen,40.76262328719311,-73.99783097545608,Entire home/apt,375,30,0,1,89,0
635830769986628721,461162172,Queens,Ridgewood,40.70689,-73.91183,Entire home/apt,290,28,0,1,14,0
634782127866180490,457152913,Manhattan,Midtown,40.75149,-73.97215,Entire home/apt,382,2,0,4,86,0
